id,link,cooktime,calories,servingsize,carbs,fats,proteines,description,directions,insertdate,image
01754820-fd4a-4afb-a516-8d1a75e75514,https://myfridgefood.com/recipes/appetizer/mayoless-deviled-eggs/,10.0,96.0,6.0,8.0,5.0,6.0,,"directions                          Pop out the yolks and mash everything together (deviled eggs style) - then put it back into the egg whites... (also deviled eggs style) :)",2024-08-22,http://myfridgefood.com/Media/Recipe/13612979810001-067.jpg
01839797-425f-481c-b365-b373f0df7615,https://myfridgefood.com/recipes/appetizer/more-stuffed-mushrooms/,35.0,186.0,12.0,2.0,6.0,28.0,,"directions                          Brown and crumble sausage. Set aside on a plate to cool. Add onions and garlic to the same skillet; cook for 2 minutes over medium low heat. Pour in wine to deglaze pan, allow liquid to evaporate. Add in chopped mushroom stems, stir to cook for 2 minutes. Add salt and pepper to taste. Set mixture aside on a plate to cool. In a bowl, combine cream cheese and egg yolk. Stir together with Parmesan cheese. Add cooled sausage and cooled mushroom stems. Stir mixture together and refrigerate for a short time to firm up. Smear mixture into the cavity of each mushroom, creating a sizable mound over the top. Bake at 350 degrees for 20 to 25 minutes, or until golden brown. Allow to cool at least ten minutes before serving; the stuffed mushrooms taste better when not piping hot. Garnish with minced parsley if youre feeling fancy.",2024-08-22,http://myfridgefood.com/media/8336/stuffedmush4.jpg
018875fa-9ee7-497d-927e-ede238886932,https://myfridgefood.com/recipes/entree-beef/leftover-beef-stir-fry/,20.0,323.0,4.0,15.7,11.2,40.1,,"directions   PREP:     Wisk together chicken/beef broth, soy sauce and corn starch in a small bowl.   Wash green beans and cut off tips. Slice into long diagonal pieces.   Trim the fat off from the beef. Cut beef into ½ by 2 inch strips.   Finely mince garlic.   Cut bell pepper into thin strips.   Remove stems from mushrooms. Slice mushrooms.     COOKING     Heat wok over high heat until a drop of water sizzles.   Add oil and swirl until pan is coated.   Add beef and stir fry about 3-4 minutes until browned. Remove to a plate.   Add green beans and garlic in wok and stir fry 2 minutes.   Add bell peppers and mushrooms and stir fry 2 minutes.   Return beef to wok (with all juices).   Add broth mixture and stir fry for one minute or until bubbling and thick.     from  AmazingOnePotMeals.com - more/full details here!",2024-08-22,http://myfridgefood.com/media/7409/beefstirfryleftover-001.jpg
018ab976-c576-43d1-a7a8-fae5e02aae69,https://myfridgefood.com/recipes/entree-seafood/hooters-buffalo-shrimp/,25.0,510.0,2.0,52.0,27.0,14.0,,"directions                          Buffalo Sauce:  Combine ingredients in a small saucepan over medium heat until butter is mixed through. Cover, and keep warm over low heat.  Shrimp:  Combine egg and milk in a small bowl. - Place flour in a large zip-type bag.  - Coat six of the shrimp with egg mixture, then toss them in the bag of flour and shake well to coat.  - Leave shrimp in the bag, and repeat the process with the remaining shrimp.  - Refrigerate for 5 minutes while the deep fryer heats up to 375°F.  - Deep fry for 8-10 minutes, until shrimp tails are dark brown. Remove, drain, and toss gently with Buffalo Sauce.",2024-08-22,http://myfridgefood.com/Media/Recipe/bc0d6cffb2badd185fe445771b86fad5.jpg
0196338b-b249-4ec6-bcb5-61f579a41589,https://myfridgefood.com/recipes/dessert/kit-kat-peanut-butter-bars/,60.0,436.0,12.0,58.0,9.2,7.9,,"directions     Base  – Line an 8-inch square pan with aluminum foil leaving overhang, spray with cooking spray; set aside.   In a large microwave-safe bowl, combine peanut butter, corn syrup, sugars, and heat on high power for 1 minute to melt.   Stop to stir. Mixture will be on the granular side, this is okay.   Return bowl to microwave and heat for 1 more minute on high power.   Stir in the vanilla.   Stir in 3 cups cereal.   Turn mixture out into prepared pan, packing it down somewhat firmly with a spatula and smoothing the top; set pan aside.   Chocolate Topping  – Dice the Kit Kats; set aside.   In a medium microwave-safe bowl, combine chocolate chips, peanut butter, and heat on high power for 1 minute to melt.   Stop to stir. Chips may not be completely melted. Return bowl to microwave and heat in 15-second bursts until chocolate can be stirred smooth, 15 seconds is likely all they’ll need.   Stir in 1 cup cereal.   Pour chocolate mixture over base, packing it down somewhat firmly with a spatula and smoothing the top.   Place the Kit Kats in about 10 evenly and tightly spaced rows over the surface, with about 1/4-inch space between each piece (does not have to be perfect). By the time you get all the pieces on and in rows, the pieces you placed on first will likely have started to melt at the base. Push them down lightly so they embed into the chocolate-crispy layer. Go back over and push on all the pieces with your finger to ensure they’re all embedded and will stick as the bars cool and set up.   Cover pan with a sheet of foil (to prevent fridge smells), and place pan in fridge to set up for at least 2 to 3 hours, or overnight, or until chocolate layer is completely set before lifting out with foil overhang, slicing, and serving.   Bars will keep airtight at room temperature for up to 1 week, in the refrigerator for up to 2 weeks, or in the freezer for up to 6 months.",2024-08-22,http://myfridgefood.com/media/8750/kitkatbars.jpg
01ab3b0d-2a03-4c47-9f52-c5904fe21bd5,https://myfridgefood.com/recipes/pasta-bilities-contest/chicken-alfredo-bake/,60.0,597.0,12.0,22.3,34.9,48.5,,"directions     Preheat oven to 300   Fry chicken til done (I cook my onions in the with chicken).   Fry bacon and sit  aside.   Cook noodles until tender.   Mix everything together and put in a baking dish   Cover with cheese and bake until cheese melts",2024-08-22,http://myfridgefood.com/media/6954/nola-viandes-chicken-alfredo-bake.jpg
01ae8a61-10ef-436c-a938-94dcffcce73d,https://myfridgefood.com/recipes/pasta-and-pizza/pineapple-meatball-ramen/,45.0,779.0,4.0,76.0,43.0,31.0,,"directions                          1. Put 4 cups of water in a cooking pot and bring to a boil. 2. Once the water is boiling add your ramen noodles. 3. Wait 2-3 minutes until the noodles are tender and separated. 4. Take off the water with the strainer. The recipe: 5. Mix the ground beef, the Worcestershire sauce, the garlic powder and the salt together. 6. Make the meatballs. (Not too big if you want them to cook well) 7. Add the vegetable oil in a cooking pan and brown the meatballs. 8. Reduce heat and simmer for 10 minutes 9. When the meatballs are almost ready add the pineapples and the red peppers cook for an other 5 minutes. 10. When your meatballs are fully cooked and the pineapples/peppers are ready, put everything in a large plate. 11. Enjoy!",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
01e1b664-b02f-43d1-9ed6-35f325006a92,https://myfridgefood.com/recipes/appetizer/pizza-balls/,20.0,298.0,8.0,15.2,12.6,8.8,,"directions   1. Divide the pizza dough into about 14 roughly equal sized pieces. Take one of the dough pieces, flatten it, and put shredded cheese and some pepperoni in the middle. Pull the edges of the dough around the fillings and pinch closed. Repeat with the remaining dough pieces. Make sure dough balls are pinched completely shut and try to smooth ball .   2. Heat oil on stove to medium high. Drop a few balls in at a time. Cook until brown, then flip balls over so they brown evenly on both sides, cooking a few minutes on each side. You may want to test one first to determine how long it needs to cook for on each side. Remove and place on plate lined with paper towel to soak up some of the excess oil. Repeat until all balls are cooked. Roll balls in grated Parmesan cheese. Serve immediately with a side of marinara sauce.   submitted by  KirbieCravings.com - more details here!",2024-08-22,http://myfridgefood.com/media/7105/pizzaballs.jpg
01fa18f5-d51e-4948-a698-ae929267480f,https://myfridgefood.com/recipes/breakfast/healthier-baked-pancakes/,15.0,369.0,1.0,39.0,18.0,15.0,,"directions                          Heat the oven to 200°C (375-400°F) Heat a small oven proof frying pan In one bowl whisk one egg white until it is white and peaky To make the main batter, in another bowl, mix the the other whole egg with flour, salt, honey, and vanilla then whisk in the warm milk Gently fold the egg white into the batter with a metal spoon Melt one tablespoon of butter in the hot pan Pour the batter in and cook on the stove top for a few minutes until starting to set at the very edge Sprinkle some fruit on top Bake everything (pan and all) in the hot oven for 7 minutes until puffed up and golden Drizzle with honey Double everything in a full size pan to make two",2024-08-22,http://myfridgefood.com/Media/Recipe/Pancakes-002.jpg
020edf5f-10b3-4213-b549-7c5036378b53,https://myfridgefood.com/recipes/dips-and-sauces/brisket-filling/,500.0,127.0,15.0,1.0,5.0,19.0,,"directions                          Trim excess fat from beef. Heat oil in 10" skillet over medium heat. Cook beef for 10 minutes, turning frequently, to brown all sides.  Place beef in 3-1/2 to 6-quart slow cooker. Pour remaining ingredients over beef. cover and cook on low heat setting for 8-10 hours, until beef is tender.  Remove beef from crockpot and shred, using two forks. Skim fat from juices in crockpot, and add beef. Keep on low setting until ready to serve, and while serving too. Serves 10-12",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
0244ca51-9bf9-4e93-abeb-3cabea0711af,https://myfridgefood.com/recipes/sandwiches-burgers/meatball-stuffed-rolls/,70.0,352.0,24.0,29.3,17.2,24.7,,"directions     Preheat oven to 350 degrees. Grease a medium baking sheet.   Use a sharp knife to cut holes in the tops of each roll. (I traced around a tablespoon). Remove bread so you have a hole big enough to fit meatballs.   Add butter and garlic to a a small saucepan. Turn the heat on medium-low and cook until the garlic is softened, about 1-2 minutes. Use a pastry brush to brush the insides of the rolls with garlic butter. Sprinkle the inside of rolls evenly with garlic salt. Place on baking sheet and bake until slightly golden brown, about 10-12 minutes.   While the rolls cook, make the meatballs (Your favorite recipe, good recipe above if you need one) Form into 24 meatballs.   Add 2 tsp of olive oil to a large skillet. Brown half of the meatballs. Repeat with remaining meatballs.   Remove meatballs from pan and pour in red wine. Use a wooden spoon to get any brown bits off the bottom. Bring to a boil and reduce to a simmer for 1-2 minutes.   Add tomato paste, water, sugar, and remaining salt and Italian seasoning. Whisk to combine.   Add meatballs in to sauce, cover and simmer until meatballs are cooked through, about 7 minutes.   Once meatballs are cooked through and rolls are crisp, spoon a little bit of sauce in to each roll.   Evenly divide 1/2 the cheese in the hold of each roll. Nestle meatballs in rolls. Cover with remaining cheese.   Bake until cheese is melted, about 7-8 minutes.",2024-08-22,http://myfridgefood.com/media/8414/meatballroolssm.jpg
0263af64-2b6f-4387-8b15-856561f84e62,https://myfridgefood.com/recipes/pasta-bilities-contest/garlic-chicken-pasta/,45.0,336.0,8.0,34.5,12.2,22.5,,"directions     Cook Pasta and set aside   In sauce pan, cook garlic in butter until roasted   Add seasonings and cream   Brown mushrooms in butter and olive oil   On the side, remove sun dried tomatoes from oil and slice into small pieces   Combine mushrooms, tomatoes and garlic sauce   Drain pasta and pour sauce over - mixing well   Slice grilled chicken and add to mixture   Sprinkle with cheese and serve immediately.",2024-08-22,http://myfridgefood.com/media/6952/tanessa-clarkson-garlic-chicken-pasta.jpg
029134dd-e738-43f8-9bb9-b6d77ab67df9,https://myfridgefood.com/recipes/appetizer/jalapeno-popper-mushrooms/,45.0,246.0,7.0,7.4,22.2,9.6,,"directions     Preheat oven to 350 degrees F. Spray a 9 x 13” baking dish with non-stick cooking spray. Set aside.   Brush the outside of the mushrooms with olive oil and sprinkle lightly with black pepper. Place in the baking dish.   In a medium bowl, mix together the cream cheese, mayonnaise, jalapenos, garlic, cheddar, salt, and pepper.   In a separate small bowl, pour the melted butter over the panko crumbs. Stir thoroughly to coat all the crumbs in butter.   Fill the mushrooms evenly with the cream cheese mixture. Top each of the mushrooms with the panko crumbs.   Bake for 40-45 minutes, until the tops are a deep, golden brown. Serve hot     submitted by  Sunsetontheside - more here :)",2024-08-22,http://myfridgefood.com/media/6658/jalapeno-popper-dip-stuffed-mushrooms-1.jpg
029c23eb-76dd-479c-8f3c-148068dc2ab7,https://myfridgefood.com/recipes/sandwiches-burgers/fancy-grilled-cheese/,5.0,354.0,1.0,10.0,16.0,42.0,,"directions                          Now, this is the easy part.  You simply make put your butter on the bread like you would with a normal grilled cheese, then add as much lunch meat as you like for the bottom portion of the sandwich, then add your cheese in the middle, and then add the same amount of lunch meat for the top portion.  Be careful when you grill your sandwich because it can fall apart in your pan. Flip on each side until your crispiness is desired.  Once its done add along some of your favorite chips to go along :)",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
02ab0974-c401-4ffb-b5df-765f8627afd0,https://myfridgefood.com/recipes/dessert/no-bake-cookie-dough-bars/,180.0,374.0,16.0,46.0,18.0,7.0,,"directions                          Line a pan with parchment paper or aluminum foil and set aside. In a large mixing bowl, mix together butter and brown sugar until it is fluffy. This takes about 3 minutes. Add vanilla and mix until combined. Turn the mixer to low and alternate the flour and the sweetened condensed milk until combined. Gently fold in chocolate chips. Press the cookie dough into the bottom of the pan. It will be sticky so lightly flour your hands if needed. Cover your bars with plastic wrap and refrigerate for 3 hours or overnight until firm. SEE THE FULL RECIPE AT - http://lifessimplemeasures.blogspot.com/2012/09/chocolate-chip-cookie-dough-bars.html",2024-08-22,http://myfridgefood.com/Media/Recipe/fridge-bg.jpg
02f204b4-09dc-4e29-ad1f-f5863f6e5c57,https://myfridgefood.com/recipes/entree-beef/basic-roast-beef/,90.0,484.0,6.0,0.0,32.0,45.0,,"directions                          1.Preheat oven to 375 degrees F (190 degrees C). If roast is untied, tie at 3 inch intervals with cotton twine. Place roast in pan, and season with salt, garlic powder, and pepper. Add more or less seasonings to taste.  2.Roast in oven for 60 minutes (20 minutes per pound). Remove from oven, cover loosely with foil, and let rest for 15 to 20 minutes.",2024-08-22,http://myfridgefood.com/Media/Recipe/12958182200001pb.jpg
031d3b36-7b00-4428-91cb-9a85fce3a8f0,https://myfridgefood.com/recipes/dips-and-sauces/honey-mustard-sauce/,2.0,176.0,8.0,23.0,10.0,1.0,,"directions                          Stir all ingredients together in a bowl.",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
03342314-9683-492f-9a29-333b09fff5e7,https://myfridgefood.com/recipes/dessert/lemon-cooler-cupcakes/,45.0,373.0,24.0,55.0,16.0,3.0,,"directions                          Cupcakes: Preheat oven to 375 F and line 24 muffin tins with paper liners. In a large bowl, beat the butter, sugar and lemon zest with an electric mixer until light and fluffy. Beat in the eggs one at a time, beating after each addition. Beat in the vanilla. In a small bowl, stir together the flour, baking powder and salt. Add to the butter mixture a third at a time, alternating with half the milk and half the lemon juice after each of the first 2 additions of flour. Beat until just combined. Fill the prepared tins and bake for 20 minutes, until springy to the touch. Tip the cupcakes in their tins to help them cool. Let cool completely before frosting. If you like sprinkle with colored sugar. Makes 2 dozen. Icing: In the bowl of a food processor, puree the raspberries until smooth. If you like, press the mixture through a sieve to get rid of the seeds. In a medium bowl, beat the butter and half the sugar until smooth. Add the raspberry puree, then more sugar until you have a fluffy, spreadable consistency. Add a splash of water, too (a tablespoon or two) if it needs it.",2024-08-22,http://myfridgefood.com/Media/Recipe/1331400831cupcake.jpg
035267f1-c22d-4168-abd1-17c7d3db3afd,https://myfridgefood.com/recipes/holiday-cookies/white-chocolate-chip-cookies/,20.0,295.0,18.0,37.8,15.0,3.3,,"directions   Preheat oven to 375 degrees. In a large bowl beat together butter, sugars, vanilla and salt with an electric mixer until creamy. Add eggs and beat well.     In a separate bowl, mix flour and baking soda. Gradually add flour to the butter mixture and mix well. Fold in white chocolate chips and drop by rounded tablespoons onto cookie sheet. Bake for 8-10 minutes.",2024-08-22,http://myfridgefood.com/media/6847/hardawaywhitecookies.jpg
03883a91-b35f-45c6-8e04-1e55dbffac7d,https://myfridgefood.com/recipes/salads-and-sides/garlic-cheese-fries/,15.0,140.0,4.0,18.2,6.4,3.3,,"directions     In a large bowl with water, soak the potatoes to remove the excess starch, about 30 minutes and up to 24 hours. Drain well and pat dry to remove excess water.   Heat peanut oil in a Dutch oven or heavy stock pot to 350 degrees F. Add the potatoes and par cook until light brown, about 4-5 minutes. Transfer to a paper towel-lined plate.   Increase oil temperature to 400 degrees F. Add the potatoes again and cook until golden brown and crispy, about 2 minutes. Transfer to a paper towel-lined plate.   Melt cream cheese in a small saucepan over medium high heat. Whisk in milk, garlic, oil and salt. Stir in the cheese until smooth. If the sauce is too thick, add more milk as needed.   Serve fries immediately, drizzled with cheese sauce     submitted by  DamnDelicious.net - More details here!",2024-08-22,http://myfridgefood.com/media/7135/garlicheesefries-001.jpg
03d161f8-9b75-4625-a884-ef030a495123,https://myfridgefood.com/recipes/appetizer/cauliflower-tots/,45.0,251.0,2.0,8.0,19.0,15.0,,"directions                          Preheat the oven to 425. Measure out 3 cups of cooked cauliflower rice.  You can cook it by throwing it in the microwave for 2 minutes, OR saute it in a saucepan with a little olive oil (and any spices you like) Then using a paper towel, press out all the moisture you can from the rice. The more moisture you squeeze out, the better they will turn out. Add the egg, egg white, cheese, salt, and pepper. Combine using your hands. Form into 3/4 inch cauliflower tots (I got 32) and place on a baking sheet coated with cooking spray. Give the tots a spray of cooking spray on top. Cook for ten minutes and then flip over and cook for an additional 7-10 minutes until crispy. Tip: If they aren’t holding their shape well, consider popping them in the freezer for about 10 minutes. Also, these freeze well so consider a double batch. They will need an extra 10-15 of cooking time if they are frozen.",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
03df90b3-3890-4699-9081-47705713ecba,https://myfridgefood.com/recipes/dips-and-sauces/special-bbq-sauce/,10.0,74.0,16.0,3.0,7.0,0.0,,"directions                          Combine all ingredients except oil in blender; blend until smooth. Place blended ingredients and oil in saucepan. Boil for 7 to 8 minutes.",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
03e2188b-572e-41f8-aa4a-4e82c35e19c6,https://myfridgefood.com/recipes/apple-recipe-contest/crustless-apple-pie/,10.0,96.0,8.0,21.7,1.5,0.0,,"directions     Toss together first 4 ingredients in a large zip-top plastic bag, tossing to coat apples.   Cook apple mixture, 2 Tbsp. water, and 1 Tbsp. butter in a medium saucepan over medium heat, stirring occasionally, 8 to 10 minutes or until apples are tender.",2024-08-22,http://myfridgefood.com/media/7125/emptyplate-001.jpg
040903d8-2751-48b9-92e2-a99fafab8891,https://myfridgefood.com/recipes/breakfast/incredible-breakfast-bake/,25.0,347.0,8.0,26.1,20.9,14.2,,"directions     In a bowl, mix Eggs, Milk, Ham, Sausage, and Cheese together   Add the Biscuits to the mix   Spray a casserole dish with cooking spray   Pour Mix into the dish   Bake at 350 for 25 minutes      from  GooooodRecipes - more here!",2024-08-22,http://myfridgefood.com/media/7636/hamandcheesebake.jpg
040ee025-6e99-4032-ac1e-ad5ca09bc71d,https://myfridgefood.com/recipes/dessert/easy-pineapple-bars/,25.0,469.0,8.0,61.0,24.0,6.0,,"directions                          Mix your cake mix, 3 eggs and canola oil mixture will be thick like cookie dough press in the bottom of a 13x9 inch cake pan Microwave your sweetened condensed milk for 1 minute and stir until smooth. Pour drained pineapple over the raw cake mixture spreading all the way to the edges, then pour your milk/butter mixture over and spreading to edges.  Bake 25 minutes at 350 degrees.  Remove and then cut into squares while still warm and Enjoy!",2024-08-22,"http://myfridgefood.com/Media/Recipe/1346298264easy pineapple bar.jpg"
0418b59d-8400-4a14-a4b1-21b0e4256b6a,https://myfridgefood.com/recipes/breakfast/scrambled-eggs-cups/,25.0,250.0,6.0,17.0,17.0,8.0,,"directions                          1.Heat the oven to 400°. In a large bowl, toss together the potatoes, 1/4 cup of the oil or butter, salt, and pepper. Spoon about 1/3 cup of the potato mixture into each cup of a 12-serving muffin tin. Press the mixture into the bottom and up the sides of each cup, then bake until golden brown, about 30 to 35 minutes. Remove the nests from the oven and allow them to cool. 2.Meanwhile, whisk together the eggs and milk. Heat a large nonstick saute pan over medium-high heat. Add the remaining oil or butter to the pan and heat. Add the onions and peppers to the pan and saute until both are soft and the onions are slightly golden, about 2 to 3 minutes. Add the sausage and cook until heated through. Add the egg mixture and stir until the eggs have set and small curds have formed. Season with salt and pepper to taste. 3.Remove the potato nests from the muffin tin and place them on an ovenproof platter or cookie sheet. Fill each cup with some of the egg mixture, top with a sprinkling of the cheese, and place the nests in a 375° oven until the cheese is melted, about 2 to 3 minutes. If you like, garnish each nest with a little parsley. Serve warm.",2024-08-22,http://myfridgefood.com/Media/Recipe/13309660120001pb.jpg
04205d59-dc96-448f-96e5-04db116dc5c7,https://myfridgefood.com/recipes/entree-chicken/wow-chicken/,45.0,524.0,4.0,10.4,28.7,54.2,,"directions     Mix mayonnaise, cheese and seasonings.   Spread mixture over chicken breast and place in baking dish.   Bake at 375°F for 45 minutes.     adapted recipe submitted by  Kitchme - Full Details Here!",2024-08-22,http://myfridgefood.com/media/7211/mayochicken.jpg
042eee75-e7e4-475b-9197-07b33648249e,https://myfridgefood.com/recipes/dessert/peanutbutter-cookie/,32.0,158.0,16.0,12.0,11.0,3.0,,"directions                          1 Mix sugar and butter.  2 add peanut butter and egg and mix.  3 chill for 10 minute.  4 drop tablespoon sized balls onto a greased pan  5 bake in a oven preheated to 350 for 8 to 10 minute.  6 cool and enjoy.",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
044227af-115d-4a1e-9ee1-c9201f340742,https://myfridgefood.com/recipes/entree-chicken/best-orange-chicken/,75.0,419.0,4.0,31.3,7.7,53.2,,"directions     Preheat oven to 325 degrees, lightly spray a 9x13 inch glass pan, set aside.   In a medium size mixing bowl (or a 2 c. measuring cup), whisk together the chicken broth, orange juice, sugar, vinegar, soy sauce, garlic, orange zest, Sriracha, ginger, black pepper, and red pepper flakes, set aside.   Place the cubes of chicken into a bowl with the whisked eggs, toss the chicken (taking care to let the egg drip off it) into a large ziplock bag full of the cornstarch. Zip and shake until evenly coated.   Heat vegetable oil in a large saucepan or dutch oven. Working in batches (3-4), add the chicken and fry until golden brown and cooked through, about 1-2 minutes, then transfer to a paper towel lined plate.   Add the fried chicken to the prepared 9x13 pan. Whisk together a slurry of 1 tbsp. of cornstarch and 1 tbsp. of water, add to the sauce and then pour over the chicken. Place in the oven and bake uncovered for 50 minutes, stirring every 15 minutes or so. Remove and serve immediately.",2024-08-22,http://myfridgefood.com/media/8412/orangechicken2.jpg
